timestamps,TP9,AF7,AF8,TP10,Marker0
298.455,-18.066,-28.320,-26.855,-19.043,1
298.459,-19.043,-35.156,-20.508,-32.715,1
298.463,-20.020,-37.109,-22.949,-46.387,1
298.467,-9.766,-35.156,-33.203,-31.738,NaN
298.471,3.418,-33.203,-43.945,-14.648,1
298.473,16.602,-41.992,-47.363,-8.789,1
298.477,6.348,-45.410,-46.387,-22.461,NaN
298.481,-1.953,-27.344,-41.992,-25.391,1
298.485,14.648,-30.273,-49.316,-10.742,1
298.489,20.020,-40.039,-69.824,-7.324,1
298.493,18.555,-43.945,-73.242,1.953,NaN
298.496,17.578,-70.801,-63.965,6.836,1
298.500,14.648,-72.266,-48.340,5.859,1
298.504,13.672,-40.039,-34.180,5.371,NaN
298.508,18.066,-14.160,-19.531,5.371,1
298.512,7.324,-25.879,-31.250,-8.301,NaN
298.516,-4.883,-56.152,-38.574,-26.855,1
298.518,-10.254,-51.270,-17.090,-24.902,NaN
298.522,-1.953,-35.645,-21.484,-13.672,1
298.526,-2.930,-47.363,-52.246,-13.672,NaN
298.530,-5.371,-30.762,-49.805,-15.625,1
298.534,2.441,-27.344,-36.133,-9.277,1
298.538,3.418,-32.715,-22.461,-3.418,1
298.541,0.000,-22.949,-8.301,-9.277,1
298.545,-10.742,-13.672,-12.695,-9.277,NaN
298.549,0.977,-13.672,-15.137,3.418,1
298.553,-1.953,-40.039,-32.227,0.000,1
298.557,-14.648,-42.480,-45.898,-5.859,1
298.561,-11.230,-28.809,-41.992,-14.648,NaN
298.563,-20.508,-15.625,-33.691,-28.320,1
298.567,-26.855,-3.418,-15.137,-24.902,1
298.571,-15.137,-12.207,-1.953,-17.090,1
298.575,-9.766,-22.461,-10.742,-13.184,NaN
298.579,-9.277,-11.719,-19.043,-9.277,1
298.583,-11.719,-17.090,-24.902,-17.090,1
298.586,-14.160,-42.480,-50.781,-20.996,1
298.590,-10.742,-46.875,-61.035,-17.090,NaN
298.594,-21.973,-31.250,-30.273,-20.996,1
298.598,-30.762,-30.762,-23.438,-27.832,1
298.602,-26.367,-30.273,-35.156,-26.367,1
298.606,-18.066,-20.996,-37.109,-12.695,1
298.609,-8.301,-23.926,-27.344,-0.488,NaN
298.613,-11.719,-45.410,-16.602,-10.742,1
298.617,-10.742,-48.828,-23.926,-17.578,1
298.621,-5.859,-32.715,-35.156,-17.090,1
298.625,-20.508,-34.180,-26.855,-23.926,NaN
298.629,-45.410,-28.320,-20.020,-31.738,1
298.632,-43.457,-7.324,-24.414,-29.297,1
298.636,-30.273,-16.113,-27.832,-23.926,0
298.640,-31.738,-38.086,-43.945,-31.738,NaN
298.644,-20.508,-36.133,-37.598,-23.926,0
298.648,-15.137,-28.809,-4.883,-11.719,0
298.652,-26.855,-30.762,-7.812,-22.949,0
298.668,-21.484,-29.785,-26.367,-24.414,0
298.672,-24.414,-22.949,-29.297,-22.461,0
298.676,-31.738,-35.645,-21.484,-24.902,0
298.680,-32.227,-45.410,-24.902,-26.367,NaN
298.684,-25.879,-20.020,-34.668,-20.508,0
298.688,-29.785,-27.344,-40.527,-17.578,0
298.691,-39.551,-36.621,-31.250,-33.691,0
298.695,-38.086,-11.230,-22.949,-37.109,NaN
298.699,-42.480,-19.043,-18.066,-41.016,0
298.703,-35.156,-35.156,-14.160,-36.621,0
298.707,-2.441,-29.297,-25.879,-14.160,NaN
298.711,-14.648,-31.250,-29.297,-29.785,0
298.713,-54.199,-39.551,-37.598,-59.082,0
298.717,-56.641,-34.668,-52.734,-57.129,NaN
298.721,-55.664,-35.645,-47.852,-54.199,0
298.725,-49.805,-35.156,-22.461,-50.293,0
298.729,-37.109,-24.414,-0.488,-44.922,0
298.733,-50.781,-27.344,-27.832,-53.711,0
298.736,-49.805,-38.086,-43.457,-48.828,NaN
298.740,-46.387,-28.320,-8.789,-45.410,0
298.744,-50.293,-26.367,12.207,-47.852,0
298.748,-49.316,-50.781,-11.719,-50.781,0
298.752,-60.547,-49.316,-41.992,-61.523,NaN
298.756,-60.059,-19.043,-30.273,-60.547,0
298.759,-49.316,-5.859,-8.301,-55.176,0
298.763,-53.223,-14.160,-9.766,-52.246,0
298.767,-50.781,-20.996,-24.414,-36.621,NaN
298.771,-46.875,-24.414,-41.016,-37.598,0
298.775,-45.410,-22.949,-48.828,-46.875,0
298.779,-47.852,-40.527,-44.922,-45.410,0
298.782,-41.016,-52.246,-29.297,-36.621,0
298.786,-26.855,-33.203,-21.484,-28.320,NaN
298.790,-31.250,-29.785,-22.949,-30.273,0
298.794,-36.133,-33.691,-15.137,-35.645,0
298.798,-38.574,-30.273,-13.672,-36.133,0
298.802,-33.691,-23.926,-38.574,-27.344,NaN
298.803,-32.715,-29.785,-60.059,-16.602,0
298.807,-33.691,-30.762,-48.828,-27.832,0
298.811,-31.250,-33.203,-19.043,-36.133,NaN
298.815,-29.785,-42.969,-4.395,-24.414,0
298.819,-24.902,-49.805,-1.953,-29.785,0
298.823,-27.832,-32.227,-4.395,-36.621,0
298.826,-29.297,-6.348,-17.578,-36.133,NaN
298.830,-29.297,-15.137,-38.574,-35.156,0
298.834,-37.109,-11.230,-44.922,-32.715,0
298.838,-39.062,-15.137,-27.344,-34.668,0
298.842,-33.203,-39.062,-12.695,-23.926,0
298.846,-37.109,-37.598,-14.648,-15.625,NaN
298.849,-41.504,-45.898,-29.297,-23.438,0
298.853,-27.344,-44.434,-34.668,-24.902,0
298.857,-18.066,-38.574,-28.320,-23.926,NaN
298.861,-30.762,-32.715,-14.160,-29.297,0
298.865,-32.227,-12.695,-12.695,-30.762,0
298.869,-28.320,-6.836,-23.438,-37.109,0
298.872,-31.738,-7.812,-25.391,-46.387,0
298.876,-37.109,-31.250,-41.504,-47.363,NaN
298.880,-41.504,-56.152,-52.246,-44.434,0
298.884,-40.527,-56.152,-48.340,-42.480,0
298.888,-35.156,-50.293,-36.621,-37.109,NaN
298.892,-26.855,-50.293,-28.809,-24.414,0
298.893,-29.785,-37.109,-42.480,-20.020,NaN
298.897,-35.645,-16.113,-42.969,-32.715,0
298.901,-30.273,-13.672,-15.625,-34.668,0
298.905,-28.320,-8.301,-9.766,-31.250,NaN
298.909,-17.578,-10.742,-19.043,-35.156,0
298.913,-9.766,-26.367,-27.344,-40.039,0
298.916,-17.578,-34.668,-33.203,-40.527,0
298.920,-23.926,-50.781,-42.969,-27.344,0
298.924,-28.809,-59.570,-35.645,-18.555,NaN
298.928,-34.180,-39.062,-23.438,-31.738,0
298.932,-42.969,-13.184,-25.879,-37.598,0
298.936,-50.781,-15.625,-20.996,-43.945,NaN
298.938,-58.594,-20.508,-11.719,-53.223,0
298.942,-70.312,-20.508,-12.207,-64.941,0
298.946,-82.031,-34.180,-13.184,-81.543,0
298.950,-98.633,-41.504,-13.184,-89.844,NaN
298.954,-99.609,-47.363,-12.207,-83.984,0
298.958,-83.496,-51.270,-10.742,-76.660,0
298.961,-108.887,-46.875,-13.672,-103.027,0
298.965,-128.418,-34.180,-15.137,-126.465,0
298.969,-133.789,-32.227,-14.648,-141.602,NaN
298.973,-143.066,-31.250,-1.953,-153.809,0
298.977,-168.945,-4.395,1.953,-185.547,0
298.981,-196.777,-7.324,-15.137,-209.473,NaN
298.983,-187.500,-5.371,-1.953,-190.918,0
298.987,-198.730,-2.930,26.855,-204.590,0
298.991,-224.609,-16.113,33.691,-240.723,0
298.995,-233.887,14.160,25.879,-250.488,0
298.999,-240.723,43.945,0.488,-251.953,NaN
299.003,-243.652,44.922,-17.090,-259.766,0
299.006,-240.723,54.199,-30.762,-263.672,0
299.010,-230.469,71.777,-16.602,-260.254,0
299.014,-226.562,63.965,9.277,-263.672,NaN
299.018,-217.773,58.105,-9.277,-252.441,0
299.022,-200.195,61.035,-30.273,-231.934,0
299.026,-189.453,56.152,-47.852,-226.562,0
299.043,-172.363,72.754,-46.387,-221.680,0
299.047,-161.621,68.848,-36.133,-214.355,0
299.051,-148.926,51.758,-54.688,-189.941,0
299.055,-125.488,57.129,-88.379,-165.527,NaN
299.059,-104.492,71.777,-95.215,-159.180,0
299.063,-77.148,68.359,-90.332,-140.137,0
299.066,-55.664,49.316,-97.168,-122.559,NaN
299.070,-38.086,46.875,-85.938,-107.422,NaN
299.074,-13.184,45.410,-78.613,-78.125,0
299.078,-1.465,18.555,-97.168,-53.711,0
299.082,5.859,3.418,-113.770,-46.875,NaN
299.086,15.137,-2.441,-112.793,-41.992,0
299.088,30.273,-25.391,-106.934,-28.809,NaN
299.092,48.828,-22.461,-102.539,-3.418,0
299.096,57.617,5.859,-92.285,17.090,0
299.100,56.641,11.230,-74.219,25.391,0
299.104,58.105,-12.207,-76.172,29.297,NaN
299.108,70.801,-22.461,-91.797,42.969,0
299.111,85.938,-18.066,-92.285,59.570,0
299.115,92.773,-30.762,-95.215,63.477,0
299.119,96.680,-41.016,-104.004,71.289,NaN
299.123,89.355,-40.527,-96.680,71.289,0
299.127,86.914,-40.039,-78.125,68.848,0
299.131,95.703,-51.758,-78.125,78.125,0
299.133,101.562,-41.016,-79.102,85.449,NaN
299.137,109.375,-36.621,-55.664,87.891,0
299.141,100.586,-45.410,-41.992,79.102,0
299.145,83.984,-37.598,-43.945,75.195,0
299.149,83.008,-39.062,-49.316,80.078,NaN
299.153,88.379,-45.898,-48.828,78.125,0
299.156,85.938,-43.457,-44.434,72.754,0
299.160,80.566,-54.199,-58.594,76.660,0
299.164,81.055,-78.613,-81.055,81.543,0
299.168,79.590,-66.406,-85.449,83.496,NaN
299.172,70.312,-43.457,-58.594,73.242,0
299.176,62.012,-31.738,-25.879,55.664,0
299.178,60.547,-28.320,-21.973,51.758,NaN
299.182,62.500,-43.457,-28.320,55.664,0
299.186,72.266,-41.992,-33.691,67.871,0
299.190,83.984,-31.738,-36.133,80.566,0
299.194,73.730,-45.410,-40.039,72.754,NaN
299.198,58.105,-59.570,-42.969,61.035,0
299.201,49.805,-51.758,-49.805,54.199,0
299.205,48.340,-42.480,-57.129,52.246,0
299.209,42.480,-44.922,-48.828,45.410,0
299.213,38.086,-62.988,-40.039,42.480,NaN
299.217,45.410,-62.012,-36.133,46.387,0
299.221,44.922,-37.109,-34.180,50.781,0
299.224,37.109,-37.109,-35.156,48.828,0
299.228,32.227,-57.129,-32.715,36.133,NaN
299.232,28.809,-41.992,-33.203,37.109,0
299.236,37.598,-15.625,-38.574,30.273,0
299.240,42.969,-19.531,-28.320,32.227,NaN
299.244,35.156,-34.668,-22.949,29.785,0
299.247,26.367,-34.180,-33.203,14.648,0
299.251,26.367,-22.461,-44.434,20.020,NaN
299.255,26.367,-38.574,-60.547,17.578,0
299.259,16.113,-69.824,-59.082,-2.441,0
299.263,14.160,-61.523,-37.109,4.395,NaN
299.267,18.555,-46.875,-20.996,17.578,0
299.268,20.508,-24.902,-30.762,9.766,NaN
299.272,16.113,-17.578,-52.734,9.766,0
299.276,9.766,-27.832,-56.152,9.766,0
299.280,14.648,-29.297,-31.738,8.301,NaN
299.284,22.949,-38.574,-2.441,14.160,0
299.288,17.090,-27.832,4.395,15.625,0
299.291,7.324,-30.762,-4.883,12.695,0
299.295,3.418,-51.270,-18.066,8.789,NaN
299.299,-4.395,-37.598,-41.504,-3.906,0
299.303,-4.395,-12.695,-42.480,0.000,0
299.307,1.953,-0.977,-31.738,8.301,0
299.311,-3.906,-18.066,-39.062,1.953,NaN
299.314,-7.812,-39.062,-32.227,-3.906,0
299.318,-7.812,-50.293,-43.457,-2.930,0
299.322,-5.371,-41.992,-62.988,8.789,0
299.326,-3.418,-21.973,-44.434,14.648,NaN
299.330,-9.766,-32.227,-21.973,4.395,0
299.334,-4.883,-53.223,-15.625,-1.953,0
299.337,-10.254,-41.504,-15.137,-5.371,0
299.341,-20.508,-20.508,-18.066,-10.254,0
299.345,-9.277,-14.160,-14.648,-4.883,NaN
299.349,-10.254,-28.320,-18.555,-7.812,0
299.353,-23.438,-37.109,-28.809,-20.996,0
299.357,-20.508,-48.340,-37.598,-26.367,0
299.374,-17.578,-46.875,-47.363,-29.297,0
299.378,-19.531,-34.180,-46.875,-26.855,0
299.382,-26.367,-34.180,-42.480,-30.762,0
299.386,-27.344,-23.438,-24.414,-29.785,0
299.390,-22.949,-20.996,-12.695,-23.438,NaN
299.394,-24.902,-30.762,-18.066,-22.461,0
299.397,-39.551,-33.203,-19.043,-23.438,0
299.401,-35.645,-17.090,-20.508,-30.762,0
299.405,-22.949,-6.836,-18.555,-24.902,NaN
299.409,-27.344,-22.461,-22.949,-18.066,0
299.413,-34.668,-30.762,-35.156,-25.879,0
299.417,-37.598,-29.785,-24.902,-28.320,0
299.419,-29.297,-28.320,-26.367,-31.250,NaN
299.423,-24.902,-35.156,-53.223,-34.180,0
299.427,-26.855,-37.109,-56.152,-30.273,NaN
299.431,-17.578,-24.902,-31.738,-25.391,0
299.435,0.488,-31.738,-10.742,-4.395,0
299.439,2.930,-30.762,-1.465,0.000,0
299.442,-30.762,-8.789,-15.137,-41.992,NaN
299.446,-47.363,-8.301,-27.832,-58.594,0
299.450,-35.156,-19.043,-33.691,-43.945,0
299.454,-40.039,-28.320,-42.480,-44.922,NaN
299.458,-52.734,-36.621,-35.645,-52.246,0
299.462,-59.570,-27.344,-43.945,-61.035,0
299.463,-68.848,-31.250,-51.270,-65.918,NaN
299.467,-72.754,-41.504,-50.293,-72.754,0
299.471,-72.266,-23.438,-51.758,-85.449,0
299.475,-72.266,-2.441,-41.504,-85.938,0
299.479,-62.988,4.883,-46.387,-80.078,NaN
299.483,-50.781,2.930,-58.105,-72.754,0
299.486,-45.410,-15.625,-26.855,-59.082,0
299.490,-55.664,-43.457,7.324,-54.199,0
299.494,-62.500,-50.293,-1.953,-57.617,0
299.498,-61.523,-25.391,-25.879,-56.641,NaN
299.502,-56.641,-14.160,-35.645,-56.152,0
299.506,-57.129,-20.996,-41.992,-58.105,0
299.508,-56.641,-13.184,-52.246,-51.270,NaN
299.512,-47.852,-18.066,-57.129,-36.621,0
299.516,-46.875,-44.922,-60.059,-35.645,0
299.520,-43.457,-41.992,-47.363,-45.410,0
299.524,-34.668,-24.902,-21.973,-43.457,0
299.528,-30.762,-24.414,3.906,-37.109,NaN
299.531,-30.273,-27.832,12.695,-38.574,0
299.535,-28.320,-12.207,-7.324,-42.969,0
299.539,-21.484,-12.695,-33.691,-38.574,0
299.543,-16.113,-28.809,-37.598,-25.879,0
299.547,-20.020,-15.137,-43.945,-23.438,NaN
299.551,-21.973,-9.766,-65.918,-28.809,0
299.553,-17.090,-23.926,-57.617,-26.855,0
299.557,-26.367,-38.574,-36.621,-38.086,NaN
299.561,-28.809,-31.250,-24.902,-42.969,0
299.565,-35.156,-30.762,-16.602,-44.922,0
299.569,-41.016,-42.969,-11.230,-51.270,0
299.573,-32.715,-27.832,-20.508,-47.852,NaN
299.576,-31.250,-20.508,-33.203,-40.527,0
299.580,-29.297,-40.039,-33.203,-39.062,0
299.584,-20.996,-32.715,-43.457,-29.785,0
299.588,-17.578,-21.973,-42.969,-30.762,NaN
299.592,-27.344,-28.809,-38.574,-43.945,0
299.596,-35.156,-27.832,-50.781,-43.945,0
299.599,-35.156,-41.504,-46.875,-41.504,0
299.603,-40.039,-47.363,-27.832,-44.434,NaN
299.607,-29.785,-27.832,-10.254,-36.621,0
299.611,-19.043,-21.973,-4.883,-33.691,0
299.615,-23.926,-29.785,-11.230,-33.203,NaN
299.619,-27.344,-36.621,-40.039,-26.855,0
299.622,-35.645,-39.062,-50.781,-25.879,0
299.626,-35.156,-33.203,-24.414,-23.438,0
299.630,-25.879,-31.738,-13.672,-20.996,NaN
299.634,-28.809,-36.621,-33.203,-27.832,0
299.638,-34.180,-37.109,-34.180,-33.691,0
299.642,-28.320,-49.316,-14.648,-27.344,NaN
299.643,-21.484,-48.340,-1.465,-25.391,NaN
299.647,-28.320,-34.668,-17.578,-26.855,0
299.651,-31.738,-30.762,-45.410,-24.414,0
299.655,-38.086,-26.367,-43.457,-32.227,0
299.659,-38.086,-31.738,-24.902,-35.645,0
299.663,-34.668,-33.203,-19.043,-29.297,NaN
299.666,-36.133,-31.738,-32.227,-23.438,0
299.670,-38.086,-48.340,-44.434,-24.414,0
299.674,-35.156,-44.922,-39.551,-25.879,0
299.678,-35.645,-18.066,-22.461,-21.973,NaN
299.682,-49.805,-17.578,-22.461,-30.762,0
299.686,-46.875,-27.344,-21.973,-34.668,0
299.688,-38.086,-25.391,-18.066,-29.785,NaN
299.692,-33.203,-23.438,-17.578,-20.996,0
299.696,-33.203,-23.438,-18.066,-16.602,0
299.700,-32.227,-27.344,-18.066,-13.184,0
299.704,-27.344,-50.781,-30.762,-17.578,0
299.708,-37.598,-69.336,-55.176,-34.668,NaN
299.711,-45.898,-47.363,-41.992,-43.945,0
299.715,-50.293,-17.090,-24.902,-39.062,0
299.719,-49.805,-16.602,-37.109,-33.203,0
299.723,-41.992,-18.066,-35.645,-23.438,NaN
299.727,-39.551,-31.738,-22.949,-14.648,0
299.731,-15.137,-30.273,-10.742,-0.488,0
299.733,-21.973,-4.395,0.000,-13.184,NaN
299.737,-61.035,0.000,7.324,-44.922,0
299.741,-82.031,-22.461,-6.348,-61.035,0
299.745,-99.121,-54.199,-39.551,-81.055,0
299.749,-105.957,-67.871,-55.664,-86.914,0
299.753,-113.770,-53.223,-42.480,-79.590,NaN
299.756,-129.883,-39.062,-20.508,-94.727,0
299.760,-140.625,-38.574,-21.973,-114.258,0
299.764,-141.113,-37.109,-30.273,-121.582,0
299.768,-139.648,-54.199,-10.742,-127.930,NaN
299.772,-135.742,-62.500,8.301,-125.488,0
299.776,-145.020,-48.340,5.371,-125.488,0
299.794,-150.879,-44.922,-3.906,-124.512,0
299.798,-139.648,-49.805,-21.484,-109.863,NaN
299.802,-132.324,-36.133,-29.297,-103.516,0
299.806,-115.723,-29.785,-8.789,-95.703,0
299.810,-97.656,-37.598,15.625,-76.172,0
299.814,-77.637,-32.715,11.719,-53.223,NaN
299.817,-68.359,-41.992,-15.137,-52.246,0
299.821,-70.801,-50.781,-21.973,-65.918,0
299.825,-71.289,-43.457,-29.785,-62.012,0
299.829,-66.895,-39.551,-32.715,-56.152,0
299.833,-63.477,-46.875,-19.531,-51.758,NaN
299.837,-58.594,-39.062,-22.461,-48.828,0
299.838,-60.547,-35.645,-18.066,-42.480,NaN
299.842,-53.711,-46.875,-6.836,-35.156,0
299.846,-39.062,-35.645,0.488,-31.738,NaN
299.850,-38.574,-15.137,-0.977,-27.344,0
299.854,-41.504,-26.855,-13.672,-25.879,0
299.858,-43.945,-36.133,-19.043,-25.879,0
299.861,-37.109,-36.621,-18.066,-25.391,NaN
299.865,-27.344,-40.039,-25.879,-16.602,0
299.869,-27.832,-36.621,-36.621,-6.348,0
299.873,-21.973,-44.922,-27.832,-9.277,0
299.877,-15.625,-43.945,-25.391,-10.254,0
299.881,-20.996,-21.484,-38.574,-18.555,NaN
299.883,-36.133,-9.277,-46.875,-37.598,0
299.887,-46.875,-29.297,-34.180,-43.457,NaN
299.891,-41.504,-34.180,-14.160,-40.527,0
299.895,-35.156,-26.855,-9.766,-33.691,0
299.899,-37.598,-28.809,-15.137,-30.273,0
299.903,-45.898,-30.273,-21.973,-23.438,0
299.906,-42.480,-38.574,-27.344,-17.578,NaN
299.910,-35.156,-30.762,-35.645,-18.555,0
299.914,-32.227,-31.250,-40.527,-14.160,0
299.918,-35.645,-33.691,-53.711,-17.090,0
299.922,-35.645,-28.320,-60.059,-18.555,0
299.926,-27.832,-32.227,-35.645,-6.836,NaN
299.928,-28.809,-40.039,-28.809,-3.418,0
299.932,-27.344,-45.898,-30.762,-8.789,0
299.936,-24.902,-39.551,-21.973,-11.719,NaN
299.940,-27.832,-43.457,-19.043,-17.090,0
299.944,-34.668,-44.922,-14.160,-22.461,0
299.948,-36.621,-32.715,-21.973,-20.996,0
299.951,-30.762,-37.598,-52.246,-26.367,NaN
299.955,-33.691,-28.320,-47.363,-23.926,0
299.959,-33.691,-28.809,-24.902,-18.555,0
299.963,-25.391,-38.086,-28.809,-25.391,0
299.967,-18.555,-24.902,-40.039,-25.879,0
299.971,-18.066,-26.855,-36.621,-19.043,NaN
299.973,-32.715,-45.898,-22.461,-25.391,0
299.977,-41.016,-51.270,-17.578,-36.621,0
299.981,-32.715,-30.273,-15.625,-25.391,NaN
299.985,-31.250,-21.484,-20.508,-19.043,0
299.989,-28.320,-36.133,-38.574,-23.926,NaN
299.993,-21.484,-32.227,-41.992,-25.879,0
299.996,-24.414,-29.297,-33.203,-27.832,0
300.000,-21.973,-40.039,-39.062,-19.043,0
300.004,-18.555,-38.086,-40.039,-12.207,NaN
300.008,-15.137,-43.945,-30.273,-18.066,0
300.012,-15.625,-56.641,-22.949,-20.020,0
300.016,-21.973,-43.945,-21.973,-19.531,0
300.018,-26.367,-20.020,-17.090,-24.414,NaN
300.022,-33.203,-18.555,-16.602,-32.227,0
300.026,-31.250,-20.996,-20.996,-35.156,0
300.030,-15.625,-13.184,-15.625,-11.719,NaN
300.034,-13.184,-19.531,-12.207,-2.930,0
300.038,-26.855,-26.367,-18.066,-31.250,0
300.041,-34.180,-16.602,-30.273,-41.016,0
300.045,-24.902,-18.066,-41.504,-33.691,0
300.049,-19.043,-25.391,-54.199,-29.297,NaN
300.053,-13.672,-23.438,-46.387,-19.043,0
300.057,-33.691,-24.414,-43.457,-41.504,0
300.061,-53.223,-7.324,-46.387,-65.430,0
300.079,-39.062,18.555,-34.180,-58.594,0
300.083,-22.461,25.391,-29.785,-48.340,0
300.087,-22.461,11.719,-41.504,-57.617,0
300.091,-24.414,7.812,-60.547,-67.383,0
300.095,-21.973,-0.977,-63.965,-69.336,NaN
300.099,-26.855,-20.020,-48.828,-58.594,0
300.102,-24.902,5.371,-48.340,-39.551,0
300.106,-31.250,35.645,-52.734,-52.246,0
300.110,-37.598,9.277,-48.340,-61.035,NaN
300.114,-31.250,-23.438,-41.504,-50.781,NaN
300.118,-24.414,-3.906,-54.199,-42.969,0
300.122,-16.602,14.648,-54.199,-42.480,0
300.108,-15.625,1.465,-35.156,-51.758,NaN
300.112,-18.555,-11.230,-49.805,-54.199,0
300.116,-17.090,-15.137,-68.359,-49.805,NaN
300.120,-17.090,-12.695,-42.480,-45.898,NaN
300.124,-15.137,4.883,-19.531,-39.062,NaN
300.128,-18.555,-3.418,-24.414,-36.133,0
300.131,-20.996,-15.625,-34.668,-40.039,0
300.135,-25.879,-0.977,-50.293,-45.898,0
300.139,-26.367,-0.977,-38.574,-48.340,NaN
300.143,-19.043,-25.391,-17.578,-33.691,0
300.147,-20.508,-29.297,-21.973,-28.809,0
300.151,-15.137,-13.184,-38.086,-36.621,0
300.168,-6.348,-28.320,-50.781,-35.645,0
300.172,-7.324,-32.715,-38.086,-31.738,0
300.176,-7.324,-8.301,-38.086,-23.438,NaN
300.180,-1.953,10.254,-51.758,-18.066,0
300.184,-12.207,2.930,-39.551,-33.203,0
300.188,-28.809,-25.391,-17.578,-44.434,NaN
300.191,-29.297,-38.086,-9.766,-36.621,0
300.195,-21.973,-34.668,-3.906,-31.738,0
300.199,-18.066,-20.996,-7.324,-32.227,0
300.203,-6.836,-16.602,-15.137,-23.926,NaN
300.207,-1.953,-28.809,-41.992,-21.484,0
300.211,-5.859,-17.578,-54.688,-26.367,0
300.213,-6.836,-2.930,-37.598,-27.344,NaN
300.217,-11.719,-8.789,-27.832,-30.273,0
300.221,-8.789,-4.883,-24.902,-33.203,0
300.225,-12.207,-22.949,-18.066,-35.156,NaN
300.229,-18.066,-42.969,-3.906,-41.504,0
300.233,-22.461,-33.203,-15.137,-39.062,0
300.236,-35.645,-30.273,-52.734,-33.203,0
300.240,-32.227,-34.180,-57.129,-30.762,0
300.244,-19.043,-25.879,-29.785,-26.855,NaN
300.248,-25.391,-20.508,-20.508,-31.738,0
300.252,-32.227,-27.344,-23.438,-47.363,0
300.256,-23.926,-23.438,-29.785,-40.527,0
300.259,-20.020,-24.902,-40.527,-25.391,NaN
300.263,-17.578,-54.688,-38.574,-21.484,0
300.267,-20.508,-51.758,-14.648,-30.273,0
300.271,-27.832,-31.250,-21.484,-39.062,0
300.275,-22.949,-28.320,-45.410,-33.203,0
300.279,-7.324,-5.859,-28.320,-8.301,NaN
300.282,-3.418,-13.184,-20.996,-3.418,0
300.286,-16.602,-46.387,-30.273,-23.926,0
300.290,-18.555,-44.922,-40.527,-27.344,0
300.294,-16.113,-45.410,-61.523,-22.461,NaN
300.298,-29.785,-45.410,-39.062,-34.668,0
300.302,-41.504,-40.039,-14.160,-41.504,0
300.303,-44.434,-40.039,-24.902,-46.875,NaN
300.307,-43.457,-30.273,-26.855,-41.992,0
300.311,-29.785,-18.066,-26.855,-31.250,0
300.315,-23.438,-10.742,-35.156,-28.320,0
300.319,-23.926,-25.879,-38.574,-32.227,NaN
300.323,-23.926,-44.434,-40.527,-40.527,0
300.326,-19.043,-48.340,-43.457,-29.297,0
300.330,-19.043,-44.434,-38.574,-20.020,0
300.334,-16.113,-26.855,-25.391,-13.184,NaN
300.338,-8.301,-12.695,-32.715,-21.484,0
300.342,-12.695,-33.203,-55.176,-27.832,0
300.346,-30.273,-55.664,-38.086,-19.043,0
300.348,-42.480,-44.922,-12.207,-23.926,NaN
300.352,-33.691,-38.574,-18.555,-22.461,0
300.356,-24.414,-41.504,-31.250,-2.441,NaN
300.360,-15.137,-41.016,-40.527,14.648,0
300.364,-8.789,-54.199,-56.152,11.719,0
300.368,-6.836,-64.453,-54.688,15.137,NaN
300.371,0.488,-58.594,-28.320,28.320,0
300.375,-1.953,-60.547,-17.090,28.809,0
300.379,-1.953,-60.547,-12.207,20.020,0
300.383,0.488,-64.941,-6.836,17.090,NaN
300.387,11.230,-59.082,-41.992,23.926,0
300.391,19.043,-83.496,-58.105,29.297,0
300.394,-3.906,-86.426,-38.086,14.160,NaN
300.398,-9.277,-40.527,-38.574,6.348,0
300.402,-7.324,-24.902,-28.809,9.277,0
300.406,-20.996,-14.648,-12.695,-0.488,0
300.410,-18.066,-18.555,-9.277,-0.977,0
300.414,-10.742,-24.902,-15.137,5.859,NaN
300.417,-4.883,-46.875,-28.809,13.184,0
300.421,-12.207,-62.012,-36.621,2.441,0
300.425,-20.996,-23.438,-32.715,-9.277,0
300.429,-19.531,-21.973,-37.109,-7.812,NaN
300.433,-11.719,-26.367,-37.109,-1.465,0
300.437,-8.301,-8.301,-16.602,4.395,0
300.438,-10.742,-28.320,-13.184,-1.465,NaN
300.442,-8.789,-33.691,-16.602,-1.465,0
300.446,-13.184,-37.598,-8.301,-0.977,0
300.450,-18.066,-63.965,-21.973,-3.906,0
300.454,-16.113,-49.805,-35.156,-3.418,NaN
300.458,-19.043,-31.738,-25.879,-9.277,0
300.461,-21.484,-33.691,-25.879,-1.465,0
300.465,-18.066,-30.273,-34.180,1.465,0
300.469,-16.602,-24.902,-26.855,-12.207,0
300.473,-25.391,-32.227,-22.949,-19.531,NaN
300.477,-21.484,-35.645,-22.461,-13.184,0
300.481,-22.461,-39.062,-24.902,-15.625,0
300.498,-26.855,-41.016,-21.973,-23.926,0
300.502,-22.949,-32.715,-8.301,-22.461,0
300.506,-22.461,-41.504,-23.926,-23.926,0
300.510,-30.762,-41.992,-57.617,-21.973,0
300.514,-29.785,-20.020,-58.105,-20.020,NaN
300.518,-19.531,-44.922,-27.832,-20.996,0
300.521,-22.461,-46.387,-6.348,-12.695,0
300.525,-21.973,-11.230,-5.371,-7.812,0
300.529,-20.020,-4.883,-13.672,-11.719,0
300.533,-15.625,-22.461,-24.902,-13.672,NaN
300.537,-3.418,-32.227,-26.367,-11.719,0
300.541,-8.301,-32.227,-30.762,-11.230,0
300.543,-23.926,-42.969,-47.852,-20.996,NaN
300.547,-27.344,-34.668,-43.945,-24.414,0
